Data;Godz.;Dobowa prognoza zapotrzebowania KSE;Rzeczywiste zapotrzebowanie KSE
20221010;20;23250;22954,800
20221010;21;22950;22296,800
20221010;22;21600;20787,688
20221010;23;19800;19154,788
20221010;24;18550;17866,463
20221011;1;17500;16856,325
20221011;2;16800;16410,288
20221011;3;16500;16109,475
20221011;4;16650;16151,888
20221011;5;17100;16599,313
20221011;6;18550;17416,325
20221011;7;21150;19934,875
20221011;8;22250;21537,200
20221011;9;22750;22417,450
20221011;10;22750;22477,488
20221011;11;22500;21964,813
20221011;12;22500;21959,213
20221011;13;22400;21952,163
20221011;14;22550;21718,050
20221011;15;21950;21239,038
20221011;16;21900;21186,488
20221011;17;21900;21634,375
20221011;18;21850;21826,925
20221011;19;23500;22853,938
20221011;20;23550;23409,775
20221011;21;23200;22834,888
20221011;22;21850;21184,763
20221011;23;20000;19698,938
20221011;24;18550;18380,838
20221012;1;17400;17402,913
20221012;2;16700;16932,563
20221012;3;16400;16578,875
20221012;4;16500;16677,175
20221012;5;17000;16917,900
20221012;6;18600;17702,063
20221012;7;21100;20411,988
20221012;8;22300;21887,463
20221012;9;22650;22879,013
20221012;10;22650;22782,650
20221012;11;22150;21741,388
20221012;12;22150;21622,800
20221012;13;22150;21563,025
20221012;14;22150;21580,338
20221012;15;21750;21763,075
20221012;16;21850;21775,625
20221012;17;21800;21981,613
20221012;18;21950;22072,525
20221012;19;23450;22917,188
20221012;20;23450;23421,175
20221012;21;23150;22806,475
20221012;22;21750;21293,213
20221012;23;19900;19758,688
20221012;24;18550;18429,375
20221013;1;17400;17339,588
20221013;2;16700;16770,725
20221013;3;16400;16423,950
20221013;4;16500;16400,188
20221013;5;17000;16801,850
20221013;6;18600;17677,625
20221013;7;21100;20240,125
20221013;8;22300;21749,725
20221013;9;22650;22511,925
20221013;10;22650;22362,100
20221013;11;22150;21577,288
20221013;12;22150;21375,338
20221013;13;22150;21045,800
20221013;14;22150;21170,313
20221013;15;21750;20888,313
20221013;16;21850;21240,800
20221013;17;21800;21564,225
20221013;18;21950;21791,488
20221013;19;23450;22742,250
20221013;20;23450;23216,775
20221013;21;23150;22544,138
20221013;22;21750;21001,688
20221013;23;19900;19436,363
20221013;24;18550;18035,300
20221014;1;17450;17152,175
20221014;2;16700;16621,075
20221014;3;16400;16325,938
20221014;4;16450;16313,488
20221014;5;16850;16699,488
20221014;6;18100;17594,313
20221014;7;20850;19994,150
20221014;8;22100;21683,238
20221014;9;22750;22679,913
20221014;10;22800;22787,775
20221014;11;22450;22229,900
20221014;12;22550;22287,963
20221014;13;22750;22092,950
20221014;14;22900;21913,338
20221014;15;22400;21895,575
20221014;16;22350;21861,413
20221014;17;22300;21902,225
20221014;18;22400;21937,713
20221014;19;23550;22789,213
20221014;20;23550;22874,938
20221014;21;23150;22202,825
20221014;22;21750;20645,913
20221014;23;19950;19234,625
20221014;24;18500;17927,488
20221015;1;17000;16870,088
20221015;2;16400;16256,600
20221015;3;15850;15839,275
20221015;4;15750;15726,700
20221015;5;15900;15740,850
20221015;6;16350;15885,150
20221015;7;17300;16652,100
20221015;8;18600;17461,975
20221015;9;19600;18715,825
20221015;10;20150;19352,363
20221015;11;20200;19422,363
20221015;12;20200;19408,088
20221015;13;20200;19354,513
20221015;14;20200;19135,113
20221015;15;19750;18814,600
20221015;16;19350;18769,913
20221015;17;19350;18651,863
20221015;18;19800;19013,138
20221015;19;20300;19808,700
20221015;20;20300;19835,163
20221015;21;19850;19176,325
20221015;22;18750;18094,563
20221015;23;17500;16984,000
20221015;24;16350;15764,075
20221016;1;15300;14741,125
20221016;2;14700;14128,500
20221016;3;14250;13867,313
20221016;4;14000;13630,050
20221016;5;14050;13645,800
20221016;6;14300;13786,675
20221016;7;14850;14267,888
20221016;8;15800;14547,925
20221016;9;16750;15543,575
20221016;10;17550;16395,400
20221016;11;17850;16778,550
20221016;12;17850;16705,425
20221016;13;17850;16710,550
20221016;14;17850;16646,213
20221016;15;17500;16588,813
20221016;16;17250;16534,800
20221016;17;17250;16604,888
20221016;18;18450;17167,050
20221016;19;19550;18397,525
20221016;20;19550;18680,475
20221016;21;19250;18222,938
20221016;22;18300;17393,138
20221016;23;17350;16498,488
20221016;24;16350;15617,700
20221017;1;15300;14781,475
20221017;2;14850;14511,575
20221017;3;14750;14316,100
20221017;4;14950;14388,813
20221017;5;15750;14863,725
20221017;6;17750;16011,313
20221017;7;20800;19226,888
20221017;8;22200;21052,113
20221017;9;22650;21960,875
20221017;10;22650;21910,163
20221017;11;22200;21340,363
20221017;12;22150;21418,125
20221017;13;22050;21292,063
20221017;14;22150;21270,563
20221017;15;21700;20907,775
20221017;16;21700;21306,963
20221017;17;21700;21387,325
20221017;18;22100;21508,025
20221017;19;23250;22591,275
20221017;20;23300;22964,875
20221017;21;22900;22242,525
20221017;22;21650;20674,250
20221017;23;19900;18997,700
20221017;24;18550;17599,838
20221018;1;17350;16556,663
20221018;2;16650;16108,600
20221018;3;16350;15815,875
20221018;4;16450;15781,775
20221018;5;16900;16158,925
20221018;6;18500;17147,500
20221018;7;21200;19810,663
20221018;8;22350;21299,650
20221018;9;22800;22130,400
20221018;10;22800;22131,063
20221018;11;22300;21663,575
20221018;12;22300;21743,888
20221018;13;22300;21877,588
20221018;14;22350;21854,638
20221018;15;21800;21709,900
20221018;16;21850;21895,250
20221018;17;21850;22016,600
20221018;18;22500;22351,775
20221018;19;23550;23080,788
20221018;20;23450;23146,113
20221018;21;23050;22424,700
20221018;22;21750;20741,750
20221018;23;19950;19139,738
20221018;24;18600;17892,750
20221019;1;17250;16726,663
20221019;2;16800;16204,500
20221019;3;16500;15922,638
20221019;4;16600;15865,713
20221019;5;17050;16155,188
20221019;6;18650;16974,563
20221019;7;21350;19723,450
20221019;8;22500;21327,988
20221019;9;22950;22075,363
20221019;10;22950;22212,225
20221019;11;22550;22005,688
20221019;12;22550;22333,763
20221019;13;22550;22671,163
20221019;14;22600;22428,113
20221019;15;22150;22080,938
20221019;16;22050;21974,175
20221019;17;22050;21597,488
20221019;18;22650;21812,400
20221019;19;23650;22882,538
20221019;20;23650;23039,050
20221019;21;23250;22437,950
20221019;22;22000;20966,825
20221019;23;20150;19492,325
20221019;24;18800;18161,875
20221020;1;17500;17065,188
20221020;2;17050;16590,900
20221020;3;16700;16312,000
20221020;4;16800;16350,238
20221020;5;17250;16745,125
20221020;6;18850;17552,475
20221020;7;21550;20368,288
20221020;8;22550;22159,975
20221020;9;23150;22939,963
20221020;10;23150;22861,250
20221020;11;22200;22214,400
20221020;12;22150;21778,400
20221020;13;22100;21907,888
20221020;14;22150;21836,950
20221020;15;21700;21611,538
20221020;16;21850;21810,250
20221020;17;22100;21907,225
20221020;18;22650;22241,988
20221020;19;23700;23173,488
20221020;20;23650;23294,175
20221020;21;23250;22834,688
20221020;22;22000;21223,413
20221020;23;20150;19607,475
20221020;24;18800;18284,250
20221021;1;17500;17331,325
20221021;2;16950;16757,825
20221021;3;16650;16364,850
20221021;4;16700;16449,138
20221021;5;17150;16802,863
20221021;6;18700;17709,275
20221021;7;21450;20270,538
20221021;8;22550;22023,400
20221021;9;23100;22623,050
20221021;10;23100;22812,813
20221021;11;22700;22385,913
20221021;12;22700;22580,038
20221021;13;22700;22514,263
20221021;14;22900;22508,175
20221021;15;22300;22132,625
20221021;16;22250;22073,675
20221021;17;22200;22039,675
20221021;18;22700;22279,650
20221021;19;23750;22931,475
20221021;20;23750;22893,288
20221021;21;23350;22295,513
20221021;22;22100;20876,013
20221021;23;20250;19337,688
20221021;24;18900;18059,388
20221022;1;17550;16940,988
20221022;2;16700;16302,650
20221022;3;16150;16000,613
20221022;4;16050;15910,325
20221022;5;16250;15957,800
20221022;6;16750;16195,775
20221022;7;18000;17028,363
20221022;8;19050;17890,750
20221022;9;20050;19164,713
20221022;10;20600;19921,213
20221022;11;20700;20338,163
20221022;12;20800;20668,675
20221022;13;20650;20633,788
20221022;14;20600;20428,863
20221022;15;20000;19893,338
20221022;16;19650;19696,200
20221022;17;19550;19620,650
20221022;18;20500;19799,975
20221022;19;20800;20494,888
20221022;20;20750;20366,100
20221022;21;20350;19648,438
20221022;22;19300;18467,263
20221022;23;18050;17304,338
20221022;24;16900;16190,475
20221023;1;15550;15134,475
20221023;2;14650;14503,363
20221023;3;14300;14170,850
20221023;4;14000;13890,575
20221023;5;14050;13936,713
20221023;6;14450;14079,938
20221023;7;14900;14475,275
20221023;8;15700;14927,425
20221023;9;16700;15851,738
20221023;10;17250;16735,125
20221023;11;17550;17224,775
20221023;12;17750;17418,925
20221023;13;17750;17351,113
20221023;14;17750;17251,275
20221023;15;17500;17023,475
20221023;16;17250;16827,850
20221023;17;17450;17010,400
20221023;18;18750;17707,800
20221023;19;19500;18866,063
20221023;20;19500;19030,288
20221023;21;19100;18554,275
20221023;22;18250;17627,550
20221023;23;17350;16701,950
20221023;24;16300;15613,013
20221024;1;15350;14747,163
20221024;2;14900;14399,500
20221024;3;14650;14232,075
20221024;4;14950;14231,563
20221024;5;15600;14633,313
20221024;6;17800;15950,763
20221024;7;20800;19244,388
20221024;8;22050;21260,050
20221024;9;22600;22335,388
20221024;10;22600;22686,988
20221024;11;22200;22394,475
20221024;12;22300;22431,700
20221024;13;22350;22309,375
20221024;14;22450;22112,138
20221024;15;22050;21825,750
20221024;16;22100;22127,238
20221024;17;22100;21974,375
20221024;18;22650;22335,413
20221024;19;23550;23079,963
20221024;20;23450;23043,000
20221024;21;23100;22499,113
20221024;22;21800;20959,875
20221024;23;19900;19175,238
20221024;24;18600;17830,838
20221025;1;17200;16878,613
20221025;2;16650;16355,350
20221025;3;16350;16071,450
20221025;4;16350;16086,188
20221025;5;16950;16312,938
20221025;6;18600;17303,088
20221025;7;21550;19920,988
20221025;8;22600;21714,613
20221025;9;22950;22338,900
20221025;10;22950;22400,388
20221025;11;22850;22171,688
20221025;12;22900;22503,275
20221025;13;22950;22469,738
20221025;14;23100;22124,013
20221025;15;22500;21751,288
20221025;16;22450;21852,025
20221025;17;22350;21954,538
20221025;18;22800;22343,575
20221025;19;23700;23191,000
20221025;20;23550;23202,788
20221025;21;23100;22647,425
20221025;22;21800;21155,338
20221025;23;20000;19392,163
20221025;24;18650;17931,788
20221026;1;17200;16815,413
20221026;2;16650;16307,788
20221026;3;16350;16064,988
20221026;4;16350;16057,913
20221026;5;16950;16333,763
20221026;6;18600;17316,175
20221026;7;21450;20164,675
20221026;8;22500;22034,925
20221026;9;22950;22629,313
20221026;10;22950;22681,700
20221026;11;22750;22237,763
20221026;12;22800;22251,275
20221026;13;22850;22129,388
20221026;14;23000;21993,200
20221026;15;22400;21941,850
20221026;16;22450;21964,175
20221026;17;22350;21948,850
20221026;18;22900;22327,238
20221026;19;23700;23281,600
20221026;20;23550;23313,025
20221026;21;23100;22662,563
20221026;22;21800;21250,950
20221026;23;20000;19606,850
20221026;24;18650;18104,038
20221027;1;17200;17082,738
20221027;2;16650;16443,413
20221027;3;16350;16212,038
20221027;4;16300;16266,775
20221027;5;16800;16628,275
20221027;6;18350;17519,025
20221027;7;21300;20155,750
20221027;8;22300;21830,925
20221027;9;22700;22446,550
20221027;10;22700;22651,588
20221027;11;22450;22128,750
20221027;12;22500;21938,063
20221027;13;22500;21851,838
20221027;14;22650;21724,175
20221027;15;22050;21561,550
20221027;16;22150;21803,875
20221027;17;22150;21866,075
20221027;18;22850;22428,950
20221027;19;23450;23422,800
20221027;20;23350;23410,825
20221027;21;23000;22664,200
20221027;22;21700;21142,500
20221027;23;19750;19370,425
20221027;24;18400;17973,675
20221028;1;17200;16812,275
20221028;2;16650;16397,463
20221028;3;16350;16109,388
20221028;4;16300;16109,688
20221028;5;16800;16489,075
20221028;6;18350;17308,413
20221028;7;21300;19985,500
20221028;8;22300;21704,888
20221028;9;22700;22311,788
20221028;10;22700;22348,475
20221028;11;22300;22042,363
20221028;12;22300;21779,288
20221028;13;22300;21660,325
20221028;14;22450;21604,313
20221028;15;21950;21347,038
20221028;16;22050;21436,975
20221028;17;22050;21444,400
20221028;18;22650;21759,325
20221028;19;23350;22467,400
20221028;20;23300;22516,850
20221028;21;22850;21835,975
20221028;22;21550;20204,763
20221028;23;19750;18649,563
20221028;24;18400;17385,425
20221029;1;17350;16439,350
20221029;2;16650;15788,150
20221029;3;16150;15399,988
20221029;4;16050;15344,175
20221029;5;16100;15314,950
20221029;6;16550;15524,588
20221029;7;17600;16583,275
20221029;8;18800;17392,388
20221029;9;19750;18356,388
20221029;10;20150;19286,000
20221029;11;20250;19190,000
20221029;12;20250;19102,988
20221029;13;20100;18971,050
20221029;14;19850;18841,225
20221029;15;19350;18444,400
20221029;16;19200;18476,375
20221029;17;19300;18515,975
20221029;18;20350;19277,313
20221029;19;20600;19868,738
20221029;20;20500;19612,488
20221029;21;19950;19072,063
20221029;22;18900;17965,513
20221029;23;17650;16892,950
20221029;24;16550;15723,288
20221030;1;15300;14619,250
20221030;2;14650;13973,575
20221030;2A;14150;13639,900
20221030;3;14000;13439,713
20221030;4;14000;13389,650
20221030;5;14000;13518,550
20221030;6;14350;13766,600
20221030;7;14800;14204,063
20221030;8;15700;15089,225
20221030;9;16650;16328,925
20221030;10;17000;16727,100
20221030;11;17150;16761,813
20221030;12;17150;16682,863
20221030;13;17150;16899,775
20221030;14;17150;16918,088
20221030;15;17150;16717,513
20221030;16;17150;16561,188
20221030;17;18500;17272,225
20221030;18;19000;18307,225
20221030;19;19000;18346,100
20221030;20;19000;18234,488
20221030;21;18650;17834,075
20221030;22;17600;16935,588
20221030;23;16800;15999,063
20221030;24;15950;15038,550
20221031;1;14900;14387,238
20221031;2;14450;14064,188
20221031;3;14150;13939,388
20221031;4;14250;13987,163
20221031;5;14800;14358,550
20221031;6;15900;15149,350
20221031;7;17800;16796,388
20221031;8;19200;18293,075
20221031;9;20100;19209,238
20221031;10;20450;19412,213
20221031;11;20500;19195,775
20221031;12;20350;19287,063
20221031;13;20300;19418,800
20221031;14;20300;19648,663
20221031;15;19900;19609,400
20221031;16;20200;19610,338
20221031;17;21700;20230,425
20221031;18;21750;20839,838
20221031;19;21500;20608,075
20221031;20;21200;20267,463
20221031;21;20550;19573,063
20221031;22;19500;18364,125
20221031;23;18150;16932,363
20221031;24;16800;15581,900
20221101;1;14850;14442,925
20221101;2;14100;14095,263
20221101;3;13700;13822,500
20221101;4;13450;13665,325
20221101;5;13450;13688,750
20221101;6;13550;13893,025
20221101;7;13550;13873,625
20221101;8;14250;14499,300
20221101;9;14950;15468,413
20221101;10;15100;16004,413
20221101;11;15100;16021,150
20221101;12;14950;15828,813
20221101;13;14850;15755,413
20221101;14;14850;15891,300
20221101;15;14850;15795,625
20221101;16;15250;15822,325
20221101;17;16950;16486,738
20221101;18;17300;17107,050
20221101;19;17300;17284,750
20221101;20;17300;17204,538
20221101;21;17200;16915,900
20221101;22;16450;16135,200
20221101;23;15600;15312,875
20221101;24;14600;14380,613
