Data;Godz.;Dobowa prognoza zapotrzebowania KSE;Rzeczywiste zapotrzebowanie KSE
20180405;16;21750;21366,988
20180405;17;21450;21118,738
20180405;18;21150;20845,163
20180405;19;21500;20750,050
20180405;20;22800;21959,525
20180405;21;22800;22562,150
20180405;22;21700;21007,413
20180405;23;20000;19352,338
20180405;24;18450;18019,525
20180406;1;17050;17075,125
20180406;2;16550;16478,263
20180406;3;16150;16146,588
20180406;4;16350;16146,925
20180406;5;16750;16524,038
20180406;6;17650;17059,938
20180406;7;20450;19070,488
20180406;8;21750;21037,550
20180406;9;22450;22044,463
20180406;10;22550;22295,438
20180406;11;22500;22185,113
20180406;12;22600;22429,113
20180406;13;22650;22363,675
20180406;14;22650;22212,275
20180406;15;22150;21695,138
20180406;16;21750;21444,863
20180406;17;21450;21080,113
20180406;18;21150;20789,613
20180406;19;21500;20736,050
20180406;20;22800;21665,363
20180406;21;22800;22543,463
20180406;22;21700;21215,475
20180406;23;20000;19696,175
20180406;24;18450;18414,888
20180407;1;17200;17229,825
20180407;2;16400;16627,588
20180407;3;16000;16154,525
20180407;4;16000;16054,063
20180407;5;16000;16036,913
20180407;6;16000;16109,375
20180407;7;17400;16694,175
20180407;8;18800;18177,513
20180407;9;19800;19460,725
20180407;10;20200;20019,250
20180407;11;20400;20054,488
20180407;12;20400;19980,238
20180407;13;20400;19595,938
20180407;14;20200;19226,600
20180407;15;19400;18482,363
20180407;16;19000;18113,325
20180407;17;18700;17806,825
20180407;18;18600;17750,075
20180407;19;18800;17794,313
20180407;20;20100;18702,688
20180407;21;20300;19597,700
20180407;22;19000;18717,188
20180407;23;17700;17385,500
20180407;24;16500;16175,575
20180408;1;15100;15217,513
20180408;2;14400;14548,313
20180408;3;14100;14196,500
20180408;4;13900;13999,000
20180408;5;14000;14094,863
20180408;6;14000;13823,700
20180408;7;14350;13698,063
20180408;8;15200;14434,388
20180408;9;16200;15463,175
20180408;10;17000;16214,563
20180408;11;17300;16350,625
20180408;12;17300;16355,725
20180408;13;17300;16398,063
20180408;14;17300;16195,863
20180408;15;16900;15840,838
20180408;16;16500;15478,838
20180408;17;16300;15388,025
20180408;18;16500;15576,113
20180408;19;16900;15889,213
20180408;20;18700;17022,150
20180408;21;19100;18198,725
20180408;22;18100;17414,713
20180408;23;17200;16505,575
20180408;24;16000;15455,938
20180409;1;14506;14652,513
20180409;2;14028;14343,338
20180409;3;13887;14233,613
20180409;4;13994;14241,388
20180409;5;14337;14522,925
20180409;6;15246;15212,850
20180409;7;17772;17768,075
20180409;8;20061;19899,575
20180409;9;21175;20977,563
20180409;10;21484;21528,800
20180409;11;21412;21504,513
20180409;12;21512;21662,475
20180409;13;21474;21788,175
20180409;14;21449;21631,125
20180409;15;21118;21266,075
20180409;16;20842;21143,525
20180409;17;20542;20763,750
20180409;18;20288;20420,125
20180409;19;20303;20276,950
20180409;20;21425;21330,263
20180409;21;22206;22382,213
20180409;22;20811;20826,675
20180409;23;19140;19019,300
20180409;24;17685;17613,788
20180410;1;16800;16593,063
20180410;2;16300;15910,188
20180410;3;15900;15674,763
20180410;4;16000;15755,188
20180410;5;16450;15880,038
20180410;6;17050;16499,213
20180410;7;20050;18352,263
20180410;8;21450;20326,638
20180410;9;21950;21358,750
20180410;10;22000;21653,763
20180410;11;22050;21437,013
20180410;12;22050;21620,863
20180410;13;22150;21760,063
20180410;14;22150;21690,938
20180410;15;21650;21370,788
20180410;16;21300;21183,700
20180410;17;21000;20710,738
20180410;18;20750;20460,363
20180410;19;21050;20426,988
20180410;20;22600;21292,238
20180410;21;22600;22232,875
20180410;22;21200;20715,188
20180410;23;19550;19051,238
20180410;24;18150;17637,088
20180411;1;16800;16516,988
20180411;2;16100;15952,888
20180411;3;15900;15755,338
20180411;4;15900;15846,738
20180411;5;16300;16009,163
20180411;6;16900;16470,613
20180411;7;20000;18445,163
20180411;8;21400;20409,738
20180411;9;22100;21455,063
20180411;10;22200;21509,400
20180411;11;22250;21363,463
20180411;12;22250;21636,825
20180411;13;22400;21760,438
20180411;14;22450;21654,438
20180411;15;21900;21230,050
20180411;16;21600;21046,625
20180411;17;21300;20699,000
20180411;18;21000;20465,488
20180411;19;21100;20389,213
20180411;20;22700;21261,725
20180411;21;22750;22128,588
20180411;22;21200;20719,225
20180411;23;19500;19027,775
20180411;24;18000;17774,913
20180412;1;16700;16587,963
20180412;2;16000;16105,488
20180412;3;15900;15747,913
20180412;4;15900;15786,638
20180412;5;16300;16174,350
20180412;6;16900;16523,288
20180412;7;19800;18473,413
20180412;8;21200;20524,675
20180412;9;21900;21396,588
20180412;10;21900;21583,563
20180412;11;22000;21399,825
20180412;12;22100;21590,075
20180412;13;22100;21642,638
20180412;14;22200;21545,175
20180412;15;21800;21194,838
20180412;16;21400;21142,125
20180412;17;21100;20795,638
20180412;18;20800;20470,763
20180412;19;21000;20257,550
20180412;20;22700;21096,225
20180412;21;22700;22155,350
20180412;22;21300;20858,538
20180412;23;19300;19051,500
20180412;24;17800;17680,513
20180413;1;16700;16656,738
20180413;2;16100;16026,038
20180413;3;15800;15742,100
20180413;4;15900;15832,750
20180413;5;16400;16000,650
20180413;6;17000;16410,713
20180413;7;20000;18380,963
20180413;8;21300;20466,388
20180413;9;21850;21398,775
20180413;10;21900;21604,938
20180413;11;21800;21528,813
20180413;12;22000;21760,863
20180413;13;22100;21917,788
20180413;14;22200;21785,388
20180413;15;21900;21430,388
20180413;16;21400;21166,100
20180413;17;21100;20901,838
20180413;18;20900;20656,263
20180413;19;20900;20490,650
20180413;20;22400;21088,263
20180413;21;22500;21827,850
20180413;22;21100;20416,950
20180413;23;19200;18910,950
20180413;24;18000;17487,375
20180414;1;16900;16462,313
20180414;2;16300;15798,063
20180414;3;15900;15413,300
20180414;4;15800;15407,938
20180414;5;15800;15456,563
20180414;6;15500;15221,075
20180414;7;17050;16043,288
20180414;8;18350;17590,075
20180414;9;19350;18878,450
20180414;10;19900;19498,825
20180414;11;20100;19592,075
20180414;12;20000;19594,338
20180414;13;19650;19403,900
20180414;14;19450;19126,138
20180414;15;18600;18406,713
20180414;16;18200;18133,938
20180414;17;17900;17676,663
20180414;18;17700;17514,338
20180414;19;17950;17494,175
20180414;20;19450;18095,338
20180414;21;19700;19062,138
20180414;22;18650;18184,288
20180414;23;17400;16813,438
20180414;24;16200;15586,938
20180415;1;15000;14532,675
20180415;2;14300;13988,575
20180415;3;14000;13581,713
20180415;4;13800;13405,150
20180415;5;13800;13419,438
20180415;6;13600;13125,625
20180415;7;13900;13302,413
20180415;8;14800;14207,313
20180415;9;15800;15258,513
20180415;10;16500;16001,538
20180415;11;16700;16251,088
20180415;12;16750;16350,275
20180415;13;16700;16246,025
20180415;14;16600;16114,200
20180415;15;16300;15793,325
20180415;16;15800;15421,188
20180415;17;15600;15280,975
20180415;18;15800;15327,825
20180415;19;16400;15756,900
20180415;20;18200;16575,538
20180415;21;18350;17781,525
20180415;22;17600;17190,600
20180415;23;16500;16290,025
20180415;24;15400;15305,763
20180416;1;14500;14401,800
20180416;2;14100;14215,438
20180416;3;13900;13998,375
20180416;4;14100;14093,438
20180416;5;14500;14352,925
20180416;6;15700;14981,850
20180416;7;19000;17715,613
20180416;8;20600;20011,813
20180416;9;21500;21408,913
20180416;10;21700;21705,050
20180416;11;21900;21713,488
20180416;12;22000;22016,225
20180416;13;22050;22090,438
20180416;14;22100;22041,300
20180416;15;21700;21725,475
20180416;16;21300;21550,113
20180416;17;20950;21219,075
20180416;18;20750;20969,325
20180416;19;20700;20936,850
20180416;20;22100;21752,775
20180416;21;22500;22284,038
20180416;22;20900;20791,200
20180416;23;19100;18917,013
20180416;24;17700;17542,113
20180417;1;16500;16495,250
20180417;2;16000;15969,263
20180417;3;15700;15615,938
20180417;4;15700;15694,050
20180417;5;16100;15958,575
20180417;6;17000;16370,975
20180417;7;20100;18559,925
20180417;8;21300;20719,600
20180417;9;22000;21704,113
20180417;10;22000;22009,038
20180417;11;22000;21856,675
20180417;12;22100;22105,950
20180417;13;22200;22155,913
20180417;14;22200;22017,275
20180417;15;21900;21546,425
20180417;16;21600;21326,200
20180417;17;21300;20993,088
20180417;18;21100;20597,238
20180417;19;21000;20427,488
20180417;20;22200;21071,200
20180417;21;22500;22252,725
20180417;22;21100;20915,475
20180417;23;19300;19213,600
20180417;24;17800;17798,275
20180418;1;16600;16629,625
20180418;2;16000;16101,563
20180418;3;15700;15722,763
20180418;4;15800;15776,663
20180418;5;16400;15941,913
20180418;6;16900;16243,975
20180418;7;19700;18427,738
20180418;8;21100;20636,338
20180418;9;21800;21465,875
20180418;10;21800;21733,763
20180418;11;21900;21526,763
20180418;12;22100;21648,075
20180418;13;22200;21666,438
20180418;14;22200;21588,525
20180418;15;21800;21187,188
20180418;16;21400;20972,400
20180418;17;21300;20711,988
20180418;18;20900;20450,388
20180418;19;21300;20341,613
20180418;20;22300;20812,338
20180418;21;22600;22135,000
20180418;22;21200;20845,375
20180418;23;19300;19144,400
20180418;24;17900;17666,700
20180419;1;16700;16566,275
20180419;2;16000;16017,500
20180419;3;15800;15744,688
20180419;4;15900;15721,825
20180419;5;16200;15978,100
20180419;6;16900;16080,850
20180419;7;19900;18328,950
20180419;8;21200;20540,400
20180419;9;21800;21565,975
20180419;10;21800;21848,500
20180419;11;21800;21623,613
20180419;12;22000;21867,563
20180419;13;22000;21920,350
20180419;14;22000;21816,338
20180419;15;21600;21447,475
20180419;16;21300;21240,263
20180419;17;21000;20964,138
20180419;18;20700;20558,775
20180419;19;20800;20490,900
20180419;20;22100;20996,513
20180419;21;22600;22186,313
20180419;22;21100;21002,625
20180419;23;19400;19156,075
20180419;24;18100;17776,325
20180420;1;16800;16543,550
20180420;2;16250;16035,888
20180420;3;15900;15793,213
20180420;4;16000;15778,013
20180420;5;16300;15915,550
20180420;6;16900;16048,313
20180420;7;19900;18286,350
20180420;8;21300;20404,838
20180420;9;21900;21387,263
20180420;10;21900;21653,863
20180420;11;21900;21600,563
20180420;12;22000;21946,025
20180420;13;22000;22024,100
20180420;14;22100;21905,375
20180420;15;21700;21410,475
20180420;16;21400;21305,813
20180420;17;21000;20903,575
20180420;18;20700;20567,988
20180420;19;20700;20245,625
20180420;20;21600;20639,688
20180420;21;22300;21772,200
20180420;22;21000;20665,038
20180420;23;19400;18999,163
20180420;24;17900;17598,950
20180421;1;16600;16516,175
20180421;2;15700;15731,150
20180421;3;15500;15392,525
20180421;4;15500;15362,263
20180421;5;15400;15411,238
20180421;6;15000;15102,075
20180421;7;16600;16045,013
20180421;8;18200;17780,938
20180421;9;19200;18994,013
20180421;10;19600;19725,838
20180421;11;19600;19755,463
20180421;12;19600;19813,288
20180421;13;19300;19546,613
20180421;14;19100;19222,763
20180421;15;18300;18433,650
20180421;16;17900;18067,425
20180421;17;17500;17780,750
20180421;18;17300;17482,875
20180421;19;17400;17346,075
20180421;20;18500;17759,650
20180421;21;19100;18859,113
20180421;22;18200;18238,075
20180421;23;16900;16836,463
20180421;24;15500;15525,625
20180422;1;14600;14427,825
20180422;2;14000;13879,850
20180422;3;13600;13563,763
20180422;4;13400;13408,738
20180422;5;13400;13438,813
20180422;6;13000;12966,850
20180422;7;13600;13161,713
20180422;8;14600;14052,325
20180422;9;15500;15105,750
20180422;10;16100;15823,188
20180422;11;16300;16164,650
20180422;12;16400;16322,488
20180422;13;16400;16241,950
20180422;14;16300;16101,725
20180422;15;16000;15719,563
20180422;16;15600;15319,413
20180422;17;15400;15130,325
20180422;18;15600;15207,975
20180422;19;16000;15573,375
20180422;20;16900;16244,225
20180422;21;17900;17583,775
20180422;22;17500;17103,388
20180422;23;16500;16080,663
20180422;24;15300;15010,350
20180423;1;14600;14229,175
20180423;2;14300;13862,738
20180423;3;14100;13659,963
20180423;4;14400;13857,075
20180423;5;14600;14197,400
20180423;6;15800;14556,938
20180423;7;19300;17409,088
20180423;8;20900;19764,600
20180423;9;21700;20885,663
20180423;10;21900;21321,763
20180423;11;22000;21166,475
20180423;12;22100;21451,763
20180423;13;22200;21620,300
20180423;14;22300;21573,588
20180423;15;21800;21340,763
20180423;16;21400;21231,475
20180423;17;21100;20878,338
20180423;18;20700;20599,513
20180423;19;20800;20516,288
20180423;20;21500;21126,338
20180423;21;22300;21840,813
20180423;22;21000;20635,325
20180423;23;19100;18787,613
20180423;24;17600;17402,163
20180424;1;16800;16391,125
20180424;2;16300;15871,100
20180424;3;16000;15595,350
20180424;4;16100;15625,200
20180424;5;16400;15819,000
20180424;6;16900;15986,213
20180424;7;20100;18288,325
20180424;8;21400;20279,888
20180424;9;22000;21230,125
20180424;10;22100;21402,950
20180424;11;22100;21210,563
20180424;12;22200;21504,988
20180424;13;22300;21544,850
20180424;14;22400;21483,000
20180424;15;22000;21219,750
20180424;16;21700;21134,275
20180424;17;21300;20831,963
20180424;18;21100;20562,813
20180424;19;21100;20469,025
20180424;20;21900;21047,038
20180424;21;22500;21932,450
20180424;22;21200;20660,488
20180424;23;19600;18998,200
20180424;24;18100;17577,713
20180425;1;16600;16467,350
20180425;2;16000;15890,675
20180425;3;15700;15590,475
20180425;4;15800;15646,425
20180425;5;16100;15747,700
20180425;6;16600;15966,288
20180425;7;19800;18304,238
20180425;8;21100;20430,838
20180425;9;21700;21406,838
20180425;10;21900;21583,450
20180425;11;21900;21461,075
20180425;12;22000;21774,325
20180425;13;22000;21761,038
20180425;14;22000;21697,600
20180425;15;21700;21433,575
20180425;16;21400;21282,838
20180425;17;21100;20968,713
20180425;18;20700;20675,450
20180425;19;20800;20568,213
20180425;20;21600;20939,663
20180425;21;22200;21824,675
20180425;22;21000;20787,113
20180425;23;19200;19070,563
20180425;24;17700;17688,613
20180426;1;16500;16665,350
20180426;2;16000;16045,288
20180426;3;15700;15749,550
20180426;4;15800;15653,538
20180426;5;16000;15909,413
20180426;6;16700;16029,338
20180426;7;19900;18401,288
20180426;8;21100;20546,175
20180426;9;21600;21557,063
20180426;10;21700;21634,900
20180426;11;21700;21484,163
20180426;12;21900;21778,350
20180426;13;22000;21982,675
20180426;14;22000;21918,875
20180426;15;21700;21404,088
20180426;16;21500;21393,063
20180426;17;21200;21106,488
20180426;18;21000;20873,338
20180426;19;21200;20723,738
20180426;20;21900;20918,825
20180426;21;22500;21813,700
20180426;22;21100;20926,050
20180426;23;19400;19138,225
20180426;24;18000;17739,713
20180427;1;16700;16659,813
20180427;2;16100;16120,625
20180427;3;15800;15687,225
20180427;4;15800;15689,375
20180427;5;16100;15866,400
20180427;6;16600;15975,825
20180427;7;19900;18456,625
20180427;8;21100;20482,975
20180427;9;21700;21394,575
20180427;10;21800;21568,288
20180427;11;21800;21545,250
20180427;12;22000;21750,750
20180427;13;22000;21676,263
20180427;14;22000;21552,700
20180427;15;21800;21160,175
20180427;16;21400;20905,975
20180427;17;21100;20688,088
20180427;18;21000;20375,213
20180427;19;20900;20188,400
20180427;20;21500;20571,650
20180427;21;22000;21425,275
20180427;22;20900;20596,250
20180427;23;19300;18876,288
20180427;24;17900;17536,300
20180428;1;16400;16433,788
20180428;2;15800;15875,125
20180428;3;15400;15406,450
20180428;4;15200;15342,050
20180428;5;15200;15274,025
20180428;6;14800;14843,738
20180428;7;16600;15971,988
20180428;8;18000;17576,300
20180428;9;19000;18901,438
20180428;10;19450;19662,088
20180428;11;19500;19799,263
20180428;12;19500;19964,575
20180428;13;19400;19700,800
20180428;14;19100;19370,975
20180428;15;18500;18642,700
20180428;16;18100;18386,638
20180428;17;17700;18123,338
20180428;18;17400;17847,675
20180428;19;17500;17723,875
20180428;20;17900;17851,663
20180428;21;18800;18865,725
20180428;22;18300;18506,250
20180428;23;16700;16992,413
20180428;24;15300;15694,313
20180429;1;14500;14584,250
20180429;2;14100;13967,975
20180429;3;13800;13658,688
20180429;4;13700;13588,563
20180429;5;13700;13333,050
20180429;6;13200;12890,075
20180429;7;13900;13322,688
20180429;8;14900;14458,738
20180429;9;15800;15636,863
20180429;10;16400;16382,000
20180429;11;16700;16869,000
20180429;12;16800;16978,800
20180429;13;16800;17032,575
20180429;14;16700;16846,550
20180429;15;16300;16483,550
20180429;16;15900;16197,450
20180429;17;15700;16058,425
20180429;18;15700;16165,975
20180429;19;16100;16202,963
20180429;20;16800;16569,238
20180429;21;17600;17326,913
20180429;22;17300;17238,488
20180429;23;16400;16219,725
20180429;24;15200;15138,600
20180430;1;13900;14324,688
20180430;2;13350;13854,413
20180430;3;13150;13650,013
20180430;4;13200;13688,263
20180430;5;13200;13815,275
20180430;6;13850;13894,838
20180430;7;16150;15962,575
20180430;8;17750;18108,925
20180430;9;18700;19365,125
20180430;10;18950;19990,238
20180430;11;19100;19911,275
20180430;12;19200;20031,163
20180430;13;19200;20077,150
20180430;14;19200;20100,750
20180430;15;18700;19745,913
20180430;16;18100;19558,775
20180430;17;17800;19290,650
20180430;18;17600;18758,988
20180430;19;17700;18592,813
20180430;20;18000;18801,875
20180430;21;19100;19505,363
20180430;22;18300;18959,163
20180430;23;16900;17447,950
20180430;24;15400;16057,825
