Data;Godz.;Dobowa prognoza zapotrzebowania KSE;Rzeczywiste zapotrzebowanie KSE
20190407;22;17800;17259,950
20190407;23;16900;16490,575
20190407;24;15800;15530,200
20190408;1;14700;14774,038
20190408;2;14300;14365,238
20190408;3;14200;14139,375
20190408;4;14200;14325,263
20190408;5;14600;14690,775
20190408;6;16100;15636,038
20190408;7;19500;18032,463
20190408;8;21100;20392,425
20190408;9;21800;21486,100
20190408;10;22000;21722,750
20190408;11;22000;21499,138
20190408;12;21900;21727,188
20190408;13;22000;21792,813
20190408;14;22000;21648,500
20190408;15;21500;21197,838
20190408;16;21200;21013,063
20190408;17;20900;20590,788
20190408;18;20700;20428,663
20190408;19;20900;20430,863
20190408;20;22800;21290,013
20190408;21;22700;22105,075
20190408;22;21300;20758,913
20190408;23;19700;19102,175
20190408;24;18400;17782,100
20190409;1;17100;16780,375
20190409;2;16500;16252,563
20190409;3;16200;15925,900
20190409;4;16300;16008,925
20190409;5;16800;16359,000
20190409;6;17500;16823,775
20190409;7;20500;18735,138
20190409;8;21800;20798,813
20190409;9;22200;21671,750
20190409;10;22100;21904,875
20190409;11;22100;21744,400
20190409;12;22100;22036,638
20190409;13;22200;22011,475
20190409;14;22100;21885,000
20190409;15;21700;21400,188
20190409;16;21500;21193,100
20190409;17;21300;20861,025
20190409;18;21000;20650,525
20190409;19;21100;20635,013
20190409;20;22800;21596,150
20190409;21;22900;22337,388
20190409;22;21300;20890,300
20190409;23;19900;19380,625
20190409;24;18600;18069,238
20190410;1;17500;17032,138
20190410;2;17000;16463,963
20190410;3;16600;16086,625
20190410;4;16700;16145,375
20190410;5;17100;16452,813
20190410;6;17800;16964,750
20190410;7;20600;19015,863
20190410;8;22000;21241,125
20190410;9;22500;22275,963
20190410;10;22600;22581,750
20190410;11;22350;22456,550
20190410;12;22350;22690,988
20190410;13;22400;22745,850
20190410;14;22400;22586,425
20190410;15;22200;22123,788
20190410;16;21800;21831,288
20190410;17;21600;21516,963
20190410;18;21400;21241,875
20190410;19;21700;21148,500
20190410;20;23200;22056,225
20190410;21;23100;22788,963
20190410;22;21800;21369,900
20190410;23;20200;19698,700
20190410;24;18700;18321,538
20190411;1;17150;17268,313
20190411;2;16550;16734,550
20190411;3;16250;16369,188
20190411;4;16300;16339,013
20190411;5;16800;16566,550
20190411;6;17500;17122,725
20190411;7;20300;19139,113
20190411;8;21700;21463,988
20190411;9;22250;22387,075
20190411;10;22350;22692,913
20190411;11;22100;22622,850
20190411;12;22250;22985,425
20190411;13;22200;23042,450
20190411;14;22300;22966,163
20190411;15;21900;22641,063
20190411;16;21600;22273,725
20190411;17;21200;21886,475
20190411;18;21000;21721,800
20190411;19;21300;21676,275
20190411;20;22800;22288,500
20190411;21;22700;22856,925
20190411;22;21400;21562,663
20190411;23;19600;19921,825
20190411;24;18300;18595,200
20190412;1;17150;17506,150
20190412;2;16550;16858,113
20190412;3;16350;16545,875
20190412;4;16400;16615,975
20190412;5;16800;16939,813
20190412;6;17800;17381,000
20190412;7;20800;19486,913
20190412;8;22200;21661,263
20190412;9;23000;22730,263
20190412;10;23000;22894,350
20190412;11;23000;22840,138
20190412;12;23150;23153,550
20190412;13;23300;23117,388
20190412;14;23400;22966,438
20190412;15;22800;22515,775
20190412;16;22500;22206,150
20190412;17;22100;21867,363
20190412;18;21800;21441,513
20190412;19;21900;21315,425
20190412;20;23000;21990,413
20190412;21;23000;22594,775
20190412;22;21600;21250,863
20190412;23;19800;19727,513
20190412;24;18500;18475,250
20190413;1;17400;17376,775
20190413;2;16800;16749,838
20190413;3;16400;16367,375
20190413;4;16400;16245,363
20190413;5;16400;16333,788
20190413;6;16100;16242,088
20190413;7;17900;16939,688
20190413;8;19200;18410,888
20190413;9;20000;19716,338
20190413;10;20300;20619,288
20190413;11;20300;20596,625
20190413;12;20250;20883,763
20190413;13;20050;20611,000
20190413;14;19950;20228,450
20190413;15;19050;19581,963
20190413;16;18850;19191,800
20190413;17;18500;18863,313
20190413;18;18300;18805,800
20190413;19;18500;18870,025
20190413;20;19900;19447,913
20190413;21;20100;20040,225
20190413;22;18800;19113,238
20190413;23;17400;17903,525
20190413;24;16200;16763,100
20190414;1;15300;15691,188
20190414;2;14700;15074,600
20190414;3;14400;14717,725
20190414;4;14200;14557,338
20190414;5;14300;14579,925
20190414;6;14200;14415,175
20190414;7;14600;14588,188
20190414;8;15600;15331,188
20190414;9;16600;16285,050
20190414;10;17200;17003,425
20190414;11;17500;17239,850
20190414;12;17600;17151,450
20190414;13;17600;17019,713
20190414;14;17500;17050,950
20190414;15;17200;16827,688
20190414;16;16800;16444,475
20190414;17;16600;16308,150
20190414;18;16800;16438,638
20190414;19;17200;16844,513
20190414;20;18800;17634,350
20190414;21;19200;18802,738
20190414;22;18400;18143,825
20190414;23;17500;17404,750
20190414;24;16300;16428,313
20190415;1;15300;15639,188
20190415;2;14850;15237,925
20190415;3;14750;14944,375
20190415;4;15000;15118,525
20190415;5;15550;15551,775
20190415;6;16800;16135,763
20190415;7;19900;18785,600
20190415;8;21500;21197,000
20190415;9;22300;22155,888
20190415;10;22300;22419,363
20190415;11;22150;22141,700
20190415;12;22250;22291,850
20190415;13;22350;22280,075
20190415;14;22300;22180,488
20190415;15;21900;21726,125
20190415;16;21600;21419,525
20190415;17;21200;21080,013
20190415;18;20900;20917,975
20190415;19;21150;20890,775
20190415;20;22700;21600,763
20190415;21;22700;22848,575
20190415;22;21200;21619,950
20190415;23;19800;19864,663
20190415;24;18300;18511,475
20190416;1;16900;17475,325
20190416;2;16400;16878,488
20190416;3;16000;16594,388
20190416;4;16200;16579,950
20190416;5;16600;16983,438
20190416;6;17300;17344,263
20190416;7;20000;19377,600
20190416;8;21500;21447,188
20190416;9;22100;22301,225
20190416;10;22200;22471,363
20190416;11;22000;22128,138
20190416;12;22000;22217,638
20190416;13;22100;22327,575
20190416;14;22200;22113,000
20190416;15;21600;21714,025
20190416;16;21400;21546,950
20190416;17;21100;21331,025
20190416;18;20800;21064,725
20190416;19;20900;21153,500
20190416;20;22300;21771,400
20190416;21;22800;22751,850
20190416;22;21200;21533,113
20190416;23;19700;19944,650
20190416;24;18100;18671,775
20190417;1;17200;17629,400
20190417;2;16700;17016,363
20190417;3;16400;16628,563
20190417;4;16500;16665,813
20190417;5;16900;16864,000
20190417;6;17500;17118,838
20190417;7;20800;19252,350
20190417;8;22000;21452,963
20190417;9;22400;22474,388
20190417;10;22500;22606,013
20190417;11;22500;22397,838
20190417;12;22700;22503,550
20190417;13;22800;22474,188
20190417;14;22900;22405,600
20190417;15;22300;21973,150
20190417;16;22000;21714,525
20190417;17;21600;21456,375
20190417;18;21400;21159,488
20190417;19;21500;21069,738
20190417;20;22800;21656,150
20190417;21;23000;22795,975
20190417;22;21600;21631,400
20190417;23;20100;19886,163
20190417;24;18500;18402,463
20190418;1;17100;17250,450
20190418;2;16500;16702,738
20190418;3;16200;16413,138
20190418;4;16200;16461,888
20190418;5;16300;16700,263
20190418;6;17000;16883,488
20190418;7;19900;19040,450
20190418;8;21400;21184,950
20190418;9;22000;22072,175
20190418;10;22100;22505,000
20190418;11;22000;22321,638
20190418;12;22000;22465,900
20190418;13;22100;22525,675
20190418;14;22100;22361,613
20190418;15;21600;21979,425
20190418;16;21200;21691,725
20190418;17;21000;21326,350
20190418;18;20600;21109,550
20190418;19;20900;20741,588
20190418;20;22300;21257,913
20190418;21;22600;22543,700
20190418;22;21400;21521,300
20190418;23;19500;19735,775
20190418;24;18100;18309,500
20190419;1;17000;17005,763
20190419;2;16200;16568,938
20190419;3;15800;16205,238
20190419;4;15750;16027,488
20190419;5;16050;16404,600
20190419;6;16300;16463,450
20190419;7;18600;18229,288
20190419;8;20200;20165,738
20190419;9;21200;21249,950
20190419;10;21500;21550,425
20190419;11;21850;21598,638
20190419;12;21850;21753,450
20190419;13;21700;21637,038
20190419;14;21750;21510,263
20190419;15;21200;20990,688
20190419;16;20600;20691,938
20190419;17;20200;20541,450
20190419;18;20000;20161,600
20190419;19;19950;19896,450
20190419;20;21200;20161,913
20190419;21;21650;21354,113
20190419;22;20250;20200,013
20190419;23;18750;18487,213
20190419;24;17050;16994,400
20190420;1;15650;15619,275
20190420;2;14800;14904,850
20190420;3;14450;14466,400
20190420;4;14300;14263,963
20190420;5;14200;14242,625
20190420;6;13750;13796,488
20190420;7;14600;14276,313
20190420;8;16000;15626,563
20190420;9;17300;16857,525
20190420;10;17800;17656,788
20190420;11;17950;17621,438
20190420;12;17850;17534,150
20190420;13;17750;17306,813
20190420;14;17850;17075,075
20190420;15;17450;16572,313
20190420;16;17100;16326,225
20190420;17;16750;16123,963
20190420;18;16600;16057,225
20190420;19;16600;15995,350
20190420;20;17600;16311,000
20190420;21;17800;17170,338
20190420;22;17000;16697,775
20190420;23;16100;15621,438
20190420;24;14800;14339,650
20190421;1;13350;13253,438
20190421;2;12600;12761,975
20190421;3;12300;12346,075
20190421;4;12000;12074,563
20190421;5;11950;12144,500
20190421;6;11650;11905,688
20190421;7;11650;11874,888
20190421;8;13000;12918,725
20190421;9;14350;13961,663
20190421;10;14450;13892,775
20190421;11;14150;13605,250
20190421;12;14100;13434,763
20190421;13;14000;13341,675
20190421;14;14000;13264,300
20190421;15;13700;12919,038
20190421;16;13300;12628,500
20190421;17;13100;12647,550
20190421;18;13250;12703,300
20190421;19;13850;13022,513
20190421;20;15200;13659,925
20190421;21;15550;14957,988
20190421;22;15250;14953,913
20190421;23;14650;14136,738
20190421;24;13750;13319,375
20190422;1;12650;12521,950
20190422;2;11850;12076,313
20190422;3;11600;11833,638
20190422;4;11400;11688,425
20190422;5;11450;11782,088
20190422;6;11100;11399,638
20190422;7;11550;11635,963
20190422;8;12450;12319,463
20190422;9;13300;13142,350
20190422;10;13750;13837,125
20190422;11;13900;14028,400
20190422;12;14000;14078,788
20190422;13;13900;14071,425
20190422;14;13750;13911,750
20190422;15;13400;13644,400
20190422;16;13050;13272,325
20190422;17;12900;13200,988
20190422;18;13150;13479,625
20190422;19;13700;13883,900
20190422;20;15250;14462,838
20190422;21;15850;15698,638
20190422;22;15400;15451,400
20190422;23;14650;14728,488
20190422;24;13500;13649,763
20190423;1;12800;12866,950
20190423;2;12450;12576,925
20190423;3;12250;12481,575
20190423;4;12450;12461,850
20190423;5;12950;12888,675
20190423;6;14650;13448,488
20190423;7;17900;16152,800
20190423;8;19950;18544,025
20190423;9;21050;19802,038
20190423;10;21200;20258,950
20190423;11;21350;20186,388
20190423;12;21450;20616,538
20190423;13;21500;20749,175
20190423;14;21550;20813,638
20190423;15;21200;20476,988
20190423;16;20850;20362,638
20190423;17;20450;20245,850
20190423;18;20150;19997,775
20190423;19;20250;19971,475
20190423;20;21550;20527,375
20190423;21;22050;21479,725
20190423;22;20600;20433,388
20190423;23;18900;18861,788
20190423;24;17400;17489,475
20190424;1;16056;16455,713
20190424;2;15386;15930,025
20190424;3;15126;15688,713
20190424;4;15228;15743,363
20190424;5;15505;15964,313
20190424;6;15772;16082,463
20190424;7;17865;18303,575
20190424;8;19894;20323,613
20190424;9;20917;21179,375
20190424;10;21186;21606,538
20190424;11;21093;21429,263
20190424;12;21264;21772,200
20190424;13;21277;21784,075
20190424;14;21183;21628,575
20190424;15;20871;21228,463
20190424;16;20690;21179,200
20190424;17;20338;20874,200
20190424;18;20060;20777,800
20190424;19;19998;20588,013
20190424;20;20575;21005,600
20190424;21;21544;22062,463
20190424;22;20461;20954,200
20190424;23;18906;19248,888
20190424;24;17533;17871,188
20190425;1;16800;16796,875
20190425;2;16300;16263,338
20190425;3;16000;15854,488
20190425;4;16000;15880,575
20190425;5;16100;16106,363
20190425;6;16800;16195,825
20190425;7;19900;18426,425
20190425;8;21300;20617,275
20190425;9;21900;21452,125
20190425;10;22000;21847,025
20190425;11;21700;21683,963
20190425;12;21700;22074,300
20190425;13;21700;22045,475
20190425;14;21800;21948,263
20190425;15;21500;21688,788
20190425;16;21100;21594,075
20190425;17;20800;21288,025
20190425;18;20700;21048,425
20190425;19;20700;20854,713
20190425;20;21600;21266,250
20190425;21;22300;22262,038
20190425;22;21100;21320,938
20190425;23;19600;19334,900
20190425;24;18100;17978,988
20190426;1;16700;16844,763
20190426;2;16200;16134,200
20190426;3;15900;15892,000
20190426;4;15900;15899,400
20190426;5;16000;16105,475
20190426;6;16700;16115,038
20190426;7;19900;18350,400
20190426;8;21300;20346,188
20190426;9;21800;21404,863
20190426;10;22000;21702,800
20190426;11;22000;21538,513
20190426;12;22100;21860,688
20190426;13;22200;22007,863
20190426;14;22200;21926,225
20190426;15;21900;21569,088
20190426;16;21550;21499,150
20190426;17;21250;21267,800
20190426;18;21050;20921,275
20190426;19;21000;20615,788
20190426;20;21700;20978,600
20190426;21;22300;21754,263
20190426;22;21100;20846,763
20190426;23;19500;19197,013
20190426;24;18100;17784,563
20190427;1;16700;16656,588
20190427;2;16000;15967,025
20190427;3;15700;15652,413
20190427;4;15600;15525,263
20190427;5;15600;15401,913
20190427;6;15200;14998,538
20190427;7;17000;15929,488
20190427;8;18400;17457,700
20190427;9;19600;18729,925
20190427;10;19900;19539,538
20190427;11;20100;19762,125
20190427;12;20100;19944,138
20190427;13;19900;19793,013
20190427;14;19600;19366,425
20190427;15;18800;18734,825
20190427;16;18500;18544,788
20190427;17;18100;18266,013
20190427;18;17900;18069,825
20190427;19;17800;18062,750
20190427;20;18500;18375,938
20190427;21;19100;19083,850
20190427;22;18400;18406,638
20190427;23;17200;17039,238
20190427;24;15700;15785,350
20190428;1;14900;14801,288
20190428;2;14300;14174,800
20190428;3;13900;13840,550
20190428;4;13800;13621,750
20190428;5;13700;13643,913
20190428;6;13300;13168,825
20190428;7;14200;13515,788
20190428;8;15300;14410,688
20190428;9;16200;15418,750
20190428;10;16800;16277,388
20190428;11;17100;16977,950
20190428;12;17100;17101,850
20190428;13;17100;17153,100
20190428;14;17100;17151,100
20190428;15;16700;16792,563
20190428;16;16300;16457,375
20190428;17;16200;16424,463
20190428;18;16300;16520,388
20190428;19;16600;16871,850
20190428;20;17400;17335,313
20190428;21;18100;17952,950
20190428;22;17700;17450,188
20190428;23;16600;16549,863
20190428;24;15600;15517,750
20190429;1;15100;14796,950
20190429;2;14700;14429,288
20190429;3;14500;14101,225
20190429;4;14500;14243,963
20190429;5;14600;14513,225
20190429;6;15500;14821,038
20190429;7;18900;17399,150
20190429;8;20600;19641,063
20190429;9;21400;20864,813
20190429;10;21600;21237,750
20190429;11;21700;21179,200
20190429;12;21800;21412,200
20190429;13;22000;21412,813
20190429;14;22100;21341,625
20190429;15;21800;20909,113
20190429;16;21600;20757,625
20190429;17;21400;20434,375
20190429;18;21100;20142,838
20190429;19;21200;19986,050
20190429;20;22100;20402,700
20190429;21;22600;21120,850
20190429;22;21600;20421,788
20190429;23;19900;18815,888
20190429;24;18500;17409,200
20190430;1;16600;16327,063
20190430;2;16000;15781,913
20190430;3;15600;15416,663
20190430;4;15700;15427,050
20190430;5;15800;15547,850
20190430;6;16300;15755,575
20190430;7;19300;17872,663
20190430;8;20600;20017,225
20190430;9;21200;20863,088
20190430;10;21300;21139,625
20190430;11;21300;20890,725
20190430;12;21300;21102,575
20190430;13;21400;21012,300
20190430;14;21300;21000,663
20190430;15;20900;20594,613
20190430;16;20600;20405,463
20190430;17;20400;20017,700
20190430;18;20300;19777,775
20190430;19;20300;19559,713
20190430;20;20800;19853,850
20190430;21;21500;20459,475
20190430;22;20800;19616,288
20190430;23;18600;18159,938
20190430;24;17000;16807,288
